INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182007492,311,Robbery,ROBBERY - COMMERCIAL,A7,17,,2018-01-28 22:42:00,2018,1,Sunday,22,Part One,BENNINGTON ST,42.37900759,-71.02790689,"(42.37900759, -71.02790689)"
I182007318,301,Robbery,ROBBERY - STREET,B3,465,,2018-01-28 10:40:00,2018,1,Sunday,10,Part One,BLUE HILL AVE,42.28582356,-71.09104328,"(42.28582356, -71.09104328)"
I182007278,301,Robbery,ROBBERY - STREET,A1,94,,2018-01-28 02:32:00,2018,1,Sunday,2,Part One,STATE ST,42.35913205,-71.05504984,"(42.35913205, -71.05504984)"
I182007221,301,Robbery,ROBBERY - STREET,C6,914,,2018-01-27 22:03:00,2018,1,Saturday,22,Part One,GENERAL LAWRENCE J LOGAN ,42.32828842,-71.05529696,"(42.32828842, -71.05529696)"
I182007187,361,Robbery,ROBBERY - OTHER,B2,316,,2018-01-27 19:26:00,2018,1,Saturday,19,Part One,RUTHVEN ST,42.31302406,-71.09073569,"(42.31302406, -71.09073569)"
I182007070,301,Robbery,ROBBERY - STREET,B2,291,,2018-01-27 12:25:11,2018,1,Saturday,12,Part One,ROXBURY ST,42.33019207,-71.09355705,"(42.33019207, -71.09355705)"
I182007036,301,Robbery,ROBBERY - STREET,C6,224,,2018-01-27 00:30:00,2018,1,Saturday,0,Part One,E SECOND ST,42.33743805,-71.02846551,"(42.33743805, -71.02846551)"
I182007014,361,Robbery,ROBBERY - OTHER,B2,280,,2018-01-27 06:57:00,2018,1,Saturday,6,Part One,WARREN ST,42.32978737,-71.08324801,"(42.32978737, -71.08324801)"
I182006909,311,Robbery,ROBBERY - COMMERCIAL,C11,393,,2018-01-26 18:02:00,2018,1,Friday,18,Part One,DORCHESTER AVE,42.28657334,-71.06408374,"(42.28657334, -71.06408374)"
I182006839,371,Robbery,ROBBERY - HOME INVASION,C6,936,,2018-01-19 20:45:00,2018,1,Friday,20,Part One,ORTON-MAROTTA WAY,42.33857289,-71.05575501,"(42.33857289, -71.05575501)"
I182006730,361,Robbery,ROBBERY - OTHER,D4,152,,2018-01-26 07:48:00,2018,1,Friday,7,Part One,DARTMOUTH ST,42.34373406,-71.0741916,"(42.34373406, -71.07419160)"
I182006722,371,Robbery,ROBBERY - HOME INVASION,B3,442,,2018-01-26 03:50:00,2018,1,Friday,3,Part One,KERWIN ST,42.29356132,-71.08129517,"(42.29356132, -71.08129517)"
I182006705,381,Robbery,ROBBERY - CAR JACKING,C11,460,,2018-01-26 00:09:00,2018,1,Friday,0,Part One,MORSE ST,42.30393928,-71.07896352,"(42.30393928, -71.07896352)"
I182006680,301,Robbery,ROBBERY - STREET,B2,304,,2018-01-25 19:25:00,2018,1,Thursday,19,Part One,COLUMBUS AVE,42.32199334,-71.09836126,"(42.32199334, -71.09836126)"
I182006428,301,Robbery,ROBBERY - STREET,E5,557,,2018-01-24 23:54:00,2018,1,Wednesday,23,Part One,POPLAR ST,42.28175144,-71.12708183,"(42.28175144, -71.12708183)"
I182006421,311,Robbery,ROBBERY - COMMERCIAL,A7,24,,2018-01-24 22:11:00,2018,1,Wednesday,22,Part One,MARION ST,42.37817244,-71.03729943,"(42.37817244, -71.03729943)"
I182006409,301,Robbery,ROBBERY - STREET,B3,476,,2018-01-24 20:33:00,2018,1,Wednesday,20,Part One,BLUE HILL AVE,42.26994732,-71.09380308,"(42.26994732, -71.09380308)"
I182006394,301,Robbery,ROBBERY - STREET,B2,330,,2018-01-24 19:41:00,2018,1,Wednesday,19,Part One,PASADENA RD,42.30576093,-71.08377157,"(42.30576093, -71.08377157)"
I182006348,381,Robbery,ROBBERY - CAR JACKING,E13,608,,2018-01-24 17:48:00,2018,1,Wednesday,17,Part One,HUNTINGTON AVE,42.33186291,-71.1123942,"(42.33186291, -71.11239420)"
I182005951,301,Robbery,ROBBERY - STREET,B2,258,,2018-01-23 11:51:00,2018,1,Tuesday,11,Part One,DUDLEY ST,42.31840989,-71.06829176,"(42.31840989, -71.06829176)"
I182005854,301,Robbery,ROBBERY - STREET,B2,327,,2018-01-22 21:58:00,2018,1,Monday,21,Part One,HARTFORD ST,42.31535276,-71.07304299,"(42.31535276, -71.07304299)"
I182005843,301,Robbery,ROBBERY - STREET,C11,406,,2018-01-22 20:55:00,2018,1,Monday,20,Part One,ADAMS ST,42.27113353,-71.06819173,"(42.27113353, -71.06819173)"
I182005837,301,Robbery,ROBBERY - STREET,E18,940,,2018-01-22 20:25:00,2018,1,Monday,20,Part One,GARFIELD AVE,42.24361883,-71.11989255,"(42.24361883, -71.11989255)"
I182005805,301,Robbery,ROBBERY - STREET,B3,472,,2018-01-22 19:28:00,2018,1,Monday,19,Part One,ORLANDO ST,42.27425136,-71.09938919,"(42.27425136, -71.09938919)"
I182005760,301,Robbery,ROBBERY - STREET,E18,494,,2018-01-22 16:17:00,2018,1,Monday,16,Part One,METROPOLITAN AVE,42.26209214,-71.11670964,"(42.26209214, -71.11670964)"
I182005546,301,Robbery,ROBBERY - STREET,B2,319,,2018-01-21 19:25:00,2018,1,Sunday,19,Part One,NAZING ST,42.30664081,-71.08584976,"(42.30664081, -71.08584976)"
I182005523,301,Robbery,ROBBERY - STREET,A1,111,,2018-01-21 16:23:00,2018,1,Sunday,16,Part One,TREMONT ST,42.35260187,-71.06448146,"(42.35260187, -71.06448146)"
I182005503,311,Robbery,ROBBERY - COMMERCIAL,A1,102,,2018-01-21 16:54:00,2018,1,Sunday,16,Part One,WINTER ST,42.35602373,-71.06177615,"(42.35602373, -71.06177615)"
I182005333,301,Robbery,ROBBERY - STREET,D4,135,,2018-01-20 20:55:00,2018,1,Saturday,20,Part One,MARLBOROUGH ST,42.35256908,-71.07978844,"(42.35256908, -71.07978844)"
I182005046,301,Robbery,ROBBERY - STREET,E18,500,,2018-01-19 17:47:00,2018,1,Friday,17,Part One,CANTERBURY ST,42.27946828,-71.11572773,"(42.27946828, -71.11572773)"
I182004993,311,Robbery,ROBBERY - COMMERCIAL,C11,365,,2018-01-19 14:37:00,2018,1,Friday,14,Part One,DORCHESTER AVE,42.29147188,-71.06270799,"(42.29147188, -71.06270799)"
I182004941,381,Robbery,ROBBERY - CAR JACKING,B3,472,,2018-01-19 12:46:00,2018,1,Friday,12,Part One,BROCKTON ST,42.27256733,-71.09746094,"(42.27256733, -71.09746094)"
I182004879,301,Robbery,ROBBERY - STREET,B2,325,,2018-01-19 07:35:00,2018,1,Friday,7,Part One,WOODCLIFF ST,42.31610241,-71.07756199,"(42.31610241, -71.07756199)"
I182004848,301,Robbery,ROBBERY - STREET,A1,92,,2018-01-18 22:14:00,2018,1,Thursday,22,Part One,CONGRESS ST,42.35912459,-71.05695844,"(42.35912459, -71.05695844)"
I182004605,361,Robbery,ROBBERY - OTHER,D14,752,,2018-01-18 02:33:00,2018,1,Thursday,2,Part One,BOSTONIA AVE,42.34866017,-71.16801858,"(42.34866017, -71.16801858)"
I182004581,301,Robbery,ROBBERY - STREET,B3,432,,2018-01-17 22:16:00,2018,1,Wednesday,22,Part One,NORFOLK ST,42.28287754,-71.08474489,"(42.28287754, -71.08474489)"
I182004568,311,Robbery,ROBBERY - COMMERCIAL,C11,401,,2018-01-17 20:17:00,2018,1,Wednesday,20,Part One,TALBOT AVE,42.28863812,-71.06631579,"(42.28863812, -71.06631579)"
I182004470,361,Robbery,ROBBERY - OTHER,D14,938,,2018-01-17 07:00:00,2018,1,Wednesday,7,Part One,FIDELIS WAY,42.34531664,-71.14298078,"(42.34531664, -71.14298078)"
I182004417,351,Robbery,ROBBERY - BANK,A1,106,,2018-01-17 11:44:00,2018,1,Wednesday,11,Part One,FRANKLIN ST,42.35543089,-71.05767661,"(42.35543089, -71.05767661)"
I182004351,301,Robbery,ROBBERY - STREET,D4,130,,2018-01-17 05:30:00,2018,1,Wednesday,5,Part One,STUART ST,42.34843357,-71.0758794,"(42.34843357, -71.07587940)"
I182004340,301,Robbery,ROBBERY - STREET,A15,105,,2018-01-17 00:23:00,2018,1,Wednesday,0,Part One,SUMMER ST,42.35521625,-71.06012863,"(42.35521625, -71.06012863)"
I182004322,311,Robbery,ROBBERY - COMMERCIAL,D4,138,,2018-01-16 23:38:00,2018,1,Tuesday,23,Part One,BOYLSTON ST,42.34980175,-71.07840978,"(42.34980175, -71.07840978)"
I182004267,301,Robbery,ROBBERY - STREET,D4,624,,2018-01-16 19:24:00,2018,1,Tuesday,19,Part One,LANSDOWNE ST,42.34717363,-71.0964439,"(42.34717363, -71.09644390)"
I182004229,301,Robbery,ROBBERY - STREET,A1,117,,2018-01-16 17:20:00,2018,1,Tuesday,17,Part One,BOYLSTON ST,42.3523119,-71.0637051,"(42.35231190, -71.06370510)"
I182004198,301,Robbery,ROBBERY - STREET,B3,428,,2018-01-15 18:30:00,2018,1,Monday,18,Part One,LANDOR RD,42.28319809,-71.09098657,"(42.28319809, -71.09098657)"
I182004069,361,Robbery,ROBBERY - OTHER,A1,116,,2018-01-16 01:00:00,2018,1,Tuesday,1,Part One,LINCOLN ST,42.35131763,-71.05838367,"(42.35131763, -71.05838367)"
I182003525,301,Robbery,ROBBERY - STREET,C11,357,,2018-01-13 23:20:00,2018,1,Saturday,23,Part One,GENEVA AVE,42.30046668,-71.06647544,"(42.30046668, -71.06647544)"
I182003464,301,Robbery,ROBBERY - STREET,C6,191,,2018-01-13 17:56:00,2018,1,Saturday,17,Part One,BOSTON ST,42.32949944,-71.05701312,"(42.32949944, -71.05701312)"
I182003461,301,Robbery,ROBBERY - STREET,A1,94,,2018-01-12 23:30:00,2018,1,Friday,23,Part One,COMMERCIAL ST,42.35952721,-71.05358839,"(42.35952721, -71.05358839)"
I182003426,311,Robbery,ROBBERY - COMMERCIAL,B3,482,,2018-01-13 14:11:00,2018,1,Saturday,14,Part One,RIVER ST,42.26726416,-71.09461109,"(42.26726416, -71.09461109)"
I182003426,361,Robbery,ROBBERY - OTHER,B3,482,,2018-01-13 14:11:00,2018,1,Saturday,14,Part One,RIVER ST,42.26726416,-71.09461109,"(42.26726416, -71.09461109)"
I182003408,311,Robbery,ROBBERY - COMMERCIAL,B3,482,,2018-01-13 13:46:00,2018,1,Saturday,13,Part One,RIVER ST,42.26726416,-71.09461109,"(42.26726416, -71.09461109)"
I182003376,361,Robbery,ROBBERY - OTHER,B2,325,,2018-01-13 12:46:00,2018,1,Saturday,12,Part One,BALFOUR ST,42.31466062,-71.07623072,"(42.31466062, -71.07623072)"
I182003184,311,Robbery,ROBBERY - COMMERCIAL,B3,465,,2018-01-12 17:40:00,2018,1,Friday,17,Part One,BLUE HILL AVE,42.28582356,-71.09104328,"(42.28582356, -71.09104328)"
I182003181,301,Robbery,ROBBERY - STREET,C6,177,,2018-01-11 19:00:00,2018,1,Thursday,19,Part One,MASSACHUSETTS AVE,42.33152148,-71.07085307,"(42.33152148, -71.07085307)"
I182002898,311,Robbery,ROBBERY - COMMERCIAL,C11,396,,2018-01-11 20:40:00,2018,1,Thursday,20,Part One,DORCHESTER AVE,42.29282031,-71.06232824,"(42.29282031, -71.06232824)"
I182002877,311,Robbery,ROBBERY - COMMERCIAL,C11,366,,2018-01-11 19:51:00,2018,1,Thursday,19,Part One,DORCHESTER AVE,42.28862665,-71.06350471,"(42.28862665, -71.06350471)"
I182002864,301,Robbery,ROBBERY - STREET,D4,617,,2018-01-11 18:20:00,2018,1,Thursday,18,Part One,FENWAY,42.33903069,-71.09688153,"(42.33903069, -71.09688153)"
I182002863,361,Robbery,ROBBERY - OTHER,B2,322,,2018-01-11 18:18:00,2018,1,Thursday,18,Part One,WARREN ST,42.31503085,-71.08344018,"(42.31503085, -71.08344018)"
I182002844,311,Robbery,ROBBERY - COMMERCIAL,C11,393,,2018-01-11 17:32:00,2018,1,Thursday,17,Part One,DORCHESTER AVE,42.28657334,-71.06408374,"(42.28657334, -71.06408374)"
I182002726,301,Robbery,ROBBERY - STREET,A7,22,,2018-01-08 03:55:00,2018,1,Monday,3,Part One,MARION ST,42.37549798,-71.03495855,"(42.37549798, -71.03495855)"
I182002698,301,Robbery,ROBBERY - STREET,B2,280,,2018-01-09 21:35:00,2018,1,Tuesday,21,Part One,WARREN ST,42.32943305,-71.08333026,"(42.32943305, -71.08333026)"
I182002634,311,Robbery,ROBBERY - COMMERCIAL,C11,400,,2018-01-10 23:29:00,2018,1,Wednesday,23,Part One,WASHINGTON ST,42.28581121,-71.07115483,"(42.28581121, -71.07115483)"
I182002630,311,Robbery,ROBBERY - COMMERCIAL,D14,781,,2018-01-10 21:52:00,2018,1,Wednesday,21,Part One,N BEACON ST,42.35528211,-71.14566136,"(42.35528211, -71.14566136)"
I182002630,361,Robbery,ROBBERY - OTHER,D14,781,,2018-01-10 21:52:00,2018,1,Wednesday,21,Part One,N BEACON ST,42.35528211,-71.14566136,"(42.35528211, -71.14566136)"
I182002627,301,Robbery,ROBBERY - STREET,D14,795,,2018-01-10 22:21:00,2018,1,Wednesday,22,Part One,BRIGHTON AVE,42.353429,-71.136782,"(42.35342900, -71.13678200)"
I182002573,311,Robbery,ROBBERY - COMMERCIAL,D14,803,,2018-01-10 18:40:00,2018,1,Wednesday,18,Part One,BRAINTREE ST,42.35645598,-71.13725124,"(42.35645598, -71.13725124)"
I182002573,361,Robbery,ROBBERY - OTHER,D14,803,,2018-01-10 18:40:00,2018,1,Wednesday,18,Part One,BRAINTREE ST,42.35645598,-71.13725124,"(42.35645598, -71.13725124)"
I182002513,301,Robbery,ROBBERY - STREET,C11,356,,2018-01-10 16:12:00,2018,1,Wednesday,16,Part One,CHARLES ST,42.30014431,-71.06337934,"(42.30014431, -71.06337934)"
I182002460,311,Robbery,ROBBERY - COMMERCIAL,C11,362,,2018-01-10 13:10:00,2018,1,Wednesday,13,Part One,WASHINGTON ST,42.29257648,-71.07179406,"(42.29257648, -71.07179406)"
I182002300,311,Robbery,ROBBERY - COMMERCIAL,C11,378,,2018-01-09 23:04:00,2018,1,Tuesday,23,Part One,ADAMS ST,42.28787216,-71.05506324,"(42.28787216, -71.05506324)"
I182002246,311,Robbery,ROBBERY - COMMERCIAL,B2,330,,2018-01-09 18:35:00,2018,1,Tuesday,18,Part One,BLUE HILL AVE,42.3043395,-71.08477887,"(42.30433950, -71.08477887)"
I182002197,361,Robbery,ROBBERY - OTHER,A7,4,,2018-01-09 16:59:00,2018,1,Tuesday,16,Part One,BAYSWATER ST,42.38284675,-71.00049462,"(42.38284675, -71.00049462)"
I182002022,311,Robbery,ROBBERY - COMMERCIAL,B3,476,,2018-01-09 07:43:00,2018,1,Tuesday,7,Part One,BLUE HILL AVE,42.26817397,-71.09387677,"(42.26817397, -71.09387677)"
I182001738,361,Robbery,ROBBERY - OTHER,A7,21,,2018-01-08 06:37:00,2018,1,Monday,6,Part One,PARIS ST,42.37442697,-71.03527876,"(42.37442697, -71.03527876)"
I182001730,311,Robbery,ROBBERY - COMMERCIAL,D4,164,,2018-01-08 05:48:00,2018,1,Monday,5,Part One,WASHINGTON ST,42.34334672,-71.06643142,"(42.34334672, -71.06643142)"
I182001699,311,Robbery,ROBBERY - COMMERCIAL,A7,21,,2018-01-07 21:01:00,2018,1,Sunday,21,Part One,BROOKS ST,42.37624409,-71.03272932,"(42.37624409, -71.03272932)"
I182001683,301,Robbery,ROBBERY - STREET,B2,330,,2018-01-07 19:50:00,2018,1,Sunday,19,Part One,BLUE HILL AVE,42.3043395,-71.08477887,"(42.30433950, -71.08477887)"
I182001530,311,Robbery,ROBBERY - COMMERCIAL,B2,329,,2018-01-07 05:37:00,2018,1,Sunday,5,Part One,BLUE HILL AVE,42.30938437,-71.08262277,"(42.30938437, -71.08262277)"
I182001516,361,Robbery,ROBBERY - OTHER,D4,619,,2018-01-07 02:25:00,2018,1,Sunday,2,Part One,WESTLAND AVE,42.34355868,-71.08734146,"(42.34355868, -71.08734146)"
I182001472,311,Robbery,ROBBERY - COMMERCIAL,B3,481,,2018-01-06 21:44:00,2018,1,Saturday,21,Part One,CUMMINS HWY,42.26857609,-71.09574826,"(42.26857609, -71.09574826)"
I182001425,301,Robbery,ROBBERY - STREET,C6,177,,2018-01-06 17:21:00,2018,1,Saturday,17,Part One,MASSACHUSETTS AVE,42.33152148,-71.07085307,"(42.33152148, -71.07085307)"
I182001394,311,Robbery,ROBBERY - COMMERCIAL,D4,164,,2018-01-06 14:55:00,2018,1,Saturday,14,Part One,WASHINGTON ST,42.34334672,-71.06643142,"(42.34334672, -71.06643142)"
I182001203,311,Robbery,ROBBERY - COMMERCIAL,C11,362,,2018-01-05 18:52:00,2018,1,Friday,18,Part One,WASHINGTON ST,42.29212974,-71.07175746,"(42.29212974, -71.07175746)"
I182001053,361,Robbery,ROBBERY - OTHER,B2,268,,2018-01-05 04:00:00,2018,1,Friday,4,Part One,EUSTIS ST,42.3290038,-71.07838214,"(42.32900380, -71.07838214)"
I182000848,301,Robbery,ROBBERY - STREET,D4,134,,2018-01-04 04:10:00,2018,1,Thursday,4,Part One,BOYLSTON ST,42.35009599,-71.0773211,"(42.35009599, -71.07732110)"
I182000845,381,Robbery,ROBBERY - CAR JACKING,B2,316,,2018-01-04 03:00:00,2018,1,Thursday,3,Part One,HOMESTEAD ST,42.31242132,-71.09154902,"(42.31242132, -71.09154902)"
I182000845,361,Robbery,ROBBERY - OTHER,B2,316,,2018-01-04 03:00:00,2018,1,Thursday,3,Part One,HOMESTEAD ST,42.31242132,-71.09154902,"(42.31242132, -71.09154902)"
I182000796,301,Robbery,ROBBERY - STREET,E18,493,,2018-01-03 15:00:00,2018,1,Wednesday,15,Part One,RIVER ST,42.26194848,-71.10971613,"(42.26194848, -71.10971613)"
I182000511,311,Robbery,ROBBERY - COMMERCIAL,A7,824,,2018-01-02 22:55:00,2018,1,Tuesday,22,Part One,PRINCETON ST,42.37846079,-71.03345662,"(42.37846079, -71.03345662)"
I182000418,361,Robbery,ROBBERY - OTHER,D4,130,,2018-01-02 13:00:00,2018,1,Tuesday,13,Part One,HUNTINGTON AVE,42.34857652,-71.07772012,"(42.34857652, -71.07772012)"
I182000176,361,Robbery,ROBBERY - OTHER,E18,503,,2018-01-01 14:22:00,2018,1,Monday,14,Part One,AMERICAN LEGION HWY,42.28314714,-71.11374152,"(42.28314714, -71.11374152)"
I182000161,311,Robbery,ROBBERY - COMMERCIAL,E13,307,,2018-01-01 14:59:00,2018,1,Monday,14,Part One,WASHINGTON ST,42.31584636,-71.09824825,"(42.31584636, -71.09824825)"
I182000069,311,Robbery,ROBBERY - COMMERCIAL,C6,174,,2018-01-01 03:57:00,2018,1,Monday,3,Part One,SOUTHAMPTON ST,42.32962107,-71.05763827,"(42.32962107, -71.05763827)"
I172066565,301,Robbery,ROBBERY - STREET,A1,102,,2018-03-30 10:00:00,2018,3,Friday,10,Part One,TREMONT ST,42.356585,-71.06189505,"(42.35658500, -71.06189505)"
I172046076,361,Robbery,ROBBERY - OTHER,A1,112,,2018-01-09 19:30:00,2018,1,Tuesday,19,Part One,WASHINGTON ST,42.35512339,-71.0608798,"(42.35512339, -71.06087980)"
I162098332,361,Robbery,ROBBERY - OTHER,E13,572,,2018-01-15 17:15:00,2018,1,Monday,17,Part One,IFFLEY RD,42.31236627,-71.0993374,"(42.31236627, -71.09933740)"
I162098332,301,Robbery,ROBBERY - STREET,E13,572,,2018-01-15 17:15:00,2018,1,Monday,17,Part One,IFFLEY RD,42.31236627,-71.0993374,"(42.31236627, -71.09933740)"
I162091188,301,Robbery,ROBBERY - STREET,D4,146,,2018-01-31 14:00:00,2018,1,Wednesday,14,Part One,COPLEY PL,42.34800978,-71.0766976,"(42.34800978, -71.07669760)"
I142025834-00,335,Robbery,ROBBERY - UNARMED - CHAIN STORE,D4,147,,2018-07-17 01:00:00,2018,7,Tuesday,1,Part One,COLUMBUS AVE,42.34087158,-71.08145768,"(42.34087158, -71.08145768)"
I142025834-00,311,Robbery,ROBBERY - COMMERCIAL,D4,147,,2018-07-17 01:00:00,2018,7,Tuesday,1,Part One,COLUMBUS AVE,42.34087158,-71.08145768,"(42.34087158, -71.08145768)"
